title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes
The Mysterious Boy,movie,"Adventure, Family, Mystery",2013,tt2776882,6.3,411.0
The Little Penguin Pororo's Racing Adventure,movie,"Animation, Family, Sport",2013,tt2652476,5.2,267.0
The Closed Circuit,movie,"Action, Crime, Drama",2013,tt2807624,6.8,1737.0
Rita the Mosquito,movie,"Comedy, Musical, Romance",1966,tt0158900,5.5,187.0
Endless Love,movie,"Drama, Mystery, Romance",2014,tt2318092,6.2,48375.0
Ramayya Vastavayya,movie,"Action, Comedy, Drama",2013,tt2856674,5.1,2443.0
Ivan the Powerful,movie,Adventure,2013,tt2401213,7.3,423.0
The Giver,movie,"Drama, Romance, Sci-Fi",2014,tt0435651,6.4,128132.0
Horrible Bosses 2,movie,"Comedy, Crime",2014,tt2170439,6.3,189057.0
Barbie & Her Sisters in a Pony Tale,movie,"Animation, Family",2013,tt3321254,6.1,1551.0
Unbroken,movie,"Biography, Drama, Sport",2014,tt1809398,7.2,190113.0
Tough as Iron,movie,"Action, Drama, Family",2013,tt3153628,6.0,358.0
Tattoo,movie,Drama,2013,tt2746176,7.2,2255.0
The Nut Job,movie,"Adventure, Animation, Comedy",2014,tt1821658,5.7,31164.0
A Esperança é a Última que Morre,movie,Comedy,2015,tt3447830,4.8,135.0
Men Are from Mars... And That's Where I'm Going!,movie,"Comedy, Romance",2014,tt3210830,6.1,1346.0
Yogi,movie,"Action, Drama",2007,tt0887793,4.6,977.0
Fury,movie,"Action, Drama, War",2014,tt2713180,7.6,575011.0
Meus Dois Amores,movie,Comedy,2012,tt3443904,5.6,58.0
The SpongeBob Movie: Sponge Out of Water,movie,"Adventure, Animation, Comedy",2015,tt2279373,6.0,64177.0
Sister Dulce: The Angel from Brazil,movie,"Biography, Drama",2014,tt3807222,7.1,296.0
Isolados,movie,"Horror, Mystery, Thriller",2014,tt2391094,5.3,561.0
Till Luck Do Us Part 2,movie,Comedy,2013,tt3148528,5.0,1688.0
Muita Calma Nessa Hora 2,movie,Comedy,2014,tt2216536,4.9,431.0
Trust Me,movie,Drama,2014,tt2363349,6.5,689.0
Meu Passado Me Condena: O Filme,movie,"Comedy, Romance",2013,tt3034258,5.8,2560.0
Boss,movie,"Action, Comedy, Drama",2013,tt2571140,5.1,12470.0
Viva la banda de Mozart,movie,"Animation, Family",1997,,6.5,1601.0
The Interview,movie,"Action, Adventure, Comedy",2014,tt2788710,6.5,365724.0
The Mighty Spirit,movie,Documentary,1999,tt0254753,7.7,315.0
The Apology King,movie,Comedy,2013,tt2556296,6.4,448.0
Magic in the Moonlight,movie,"Comedy, Drama, Romance",2014,tt2870756,6.5,72124.0
Värmlänningarna,movie,"Drama, Romance",1957,tt0051178,6.0,56.0
Love Is Not a Game,movie,"Drama, Romance",1971,tt0067951,4.9,69.0
Assault and Battery,movie,Drama,1969,tt0064672,6.3,123.0
She's the One,movie,"Comedy, Drama, Romance",2013,tt3264438,6.3,271.0
Blood and Ties,movie,"Drama, Thriller",2013,tt3271700,6.4,1578.0
Heidi,movie,"Comedy, Drama, Family",2001,tt0280732,5.6,135.0
Aziz Ansari: Buried Alive,movie,Comedy,2013,tt2836450,7.2,4181.0
Big Game,movie,"Action, Adventure, Comedy",2014,tt2088003,5.4,36405.0
Mannenharten,movie,"Comedy, Romance",2013,tt2513536,5.7,2334.0
Tarzan,movie,"Adventure, Animation, Drama",2013,tt1705952,4.8,13225.0
Heavenly Shift,movie,"Comedy, Drama",2013,tt2466684,7.4,3003.0
Longkai,movie,"Action, Crime, Drama",2013,tt3409282,5.1,58.0
Louis & Luca and the Snow Machine,movie,"Animation, Family",2013,tt2769896,6.8,2187.0
Sole a catinelle,movie,Comedy,2013,tt3066270,6.4,7323.0
Tampan Tailor,movie,Drama,2013,tt2902624,7.2,177.0
The Teckman Mystery,movie,"Crime, Drama, Film-Noir",1954,tt0047563,6.2,602.0
Recycling Lily,movie,Comedy,2013,tt2381281,6.3,109.0
Gimme Shelter,movie,Drama,2013,tt1657510,6.4,9631.0
Tjoet Nja' Dhien,movie,"Drama, War",1988,tt0206348,7.8,561.0
Handle Me with Care,movie,"Drama, Fantasy, Romance",2008,tt2147844,7.1,109.0
Blended,movie,"Comedy, Romance",2014,tt1086772,6.5,151080.0
When the Game Stands Tall,movie,"Biography, Drama, Family",2014,tt2247476,6.6,17227.0
The Holy Man III,movie,Comedy,2010,tt1720154,5.4,61.0
Cowboys,movie,"Comedy, Drama",2013,tt2994904,7.0,1134.0
Suck Me Shakespeer,movie,Comedy,2013,tt2987732,6.9,32967.0
On fait comme on a dit,movie,"Comedy, Crime",2000,tt0245332,4.7,117.0
Must Be... Love,movie,"Comedy, Romance",2013,tt2769454,6.5,644.0
The Fade,movie,"Comedy, Documentary, Drama",2012,tt2206100,5.9,29.0
Cold Harbour,movie,"Action, Crime, Thriller",2013,tt2396369,5.1,236.0
This Is My Street,movie,Drama,1964,tt0057577,6.5,271.0
The Shiralee,movie,Drama,1957,tt0050961,6.6,434.0
Jazzgossen,movie,"Drama, Music",1958,tt0051794,6.2,228.0
The Little Ghost,movie,"Family, Fantasy",2013,tt2186566,5.7,695.0
Baxter!,movie,Drama,1973,tt0069770,7.0,378.0
Addicted,movie,"Drama, Romance, Thriller",2014,tt2205401,5.0,12724.0
The Holy Man,movie,Comedy,2005,tt0470850,5.8,167.0
One Step Beyond: The True Story of Géraldine Fasnacht,movie,Documentary,2012,tt0460528,7.8,55.0
Commitment,movie,"Action, Drama",2013,tt3144098,6.6,5011.0
Madly in Love,movie,"Comedy, Musical, Romance",2010,tt1429451,6.2,57.0
Bha Ji in Problem,movie,Comedy,2013,tt2879770,7.1,1139.0
The Five,movie,"Action, Crime, Thriller",2013,tt3754322,6.5,1020.0
Stay Away from Me,movie,Comedy,2013,tt3245074,5.8,914.0
Let's Be Happy,movie,"Comedy, Musical, Romance",1957,tt0050632,5.6,264.0
Rattle of a Simple Man,movie,"Comedy, Drama",1964,tt0058515,6.7,341.0
Spanish Affair,movie,"Comedy, Romance",2014,tt2955316,6.5,19085.0
Sally in Our Alley,movie,"Comedy, Drama, Musical",1931,tt0022336,5.8,155.0
"Love, Life & Laughter",movie,"Comedy, Drama, Musical",1934,tt0025437,5.6,75.0
The Show Goes On,movie,Musical,1937,tt0029556,6.1,76.0
Heaven Is for Real,movie,"Biography, Drama, Family",2014,tt1929263,5.9,29250.0
Diaries of Letters to God,movie,"Biography, Drama, History",2011,tt2112276,6.0,129.0
Highland Tower,movie,"Horror, Documentary, Thriller",2013,,6.5,1601.0
Downside Up,movie,Documentary,2013,,6.5,1601.0
Gori Tere Pyaar Mein!,movie,"Comedy, Drama, Romance",2013,tt2275794,4.9,4250.0
Bosta,movie,"Musical, War",2005,tt0497335,6.4,645.0
Mimi,movie,"Drama, Romance",1935,tt0026718,5.1,126.0
Young Wives' Tale,movie,"Comedy, Romance",1951,tt0044225,5.5,479.0
The 4 Movie,movie,Horror,2011,tt3225210,5.4,68.0
Marriage Blue,movie,"Comedy, Romance",2013,tt3432886,6.1,255.0
3 Peas in a Pod,movie,Drama,2013,tt2713016,7.0,50.0
The Way He Looks,movie,"Drama, Romance",2014,tt1702014,7.9,28584.0
A Pelada,movie,Comedy,2013,tt3445292,5.4,71.0
Maria Mariana,movie,"Action, Drama, Romance",1996,tt0123166,6.3,45.0
Maria Mariana II,movie,"Action, Crime, Romance",1998,tt0270495,6.4,38.0
Friend 2,movie,"Action, Crime, Drama",2013,tt3264494,6.2,670.0
The Kindergarten,movie,Comedy,2009,tt1894410,6.4,25.0
Hubert und Staller - Die ins Gras beißen,movie,"Comedy, Crime",2013,tt3272252,7.0,204.0
Bitter Springs,movie,"Adventure, Drama, History",1950,tt0042253,6.1,211.0
Underground Guerrillas,movie,"Drama, War",1943,tt0036473,6.1,194.0
The Cobbler,movie,"Comedy, Drama, Fantasy",2014,tt3203616,5.8,62458.0
Micky Flanagan: Back in the Game Live,movie,"Comedy, Documentary",2013,tt3406050,7.7,505.0
Why Bother to Knock,movie,Comedy,1961,tt0055621,5.1,264.0
"I Do, I Do",movie,"Comedy, Romance",2005,tt0470801,5.6,83.0
Yam yasothon 3,movie,Comedy,2013,tt3019094,6.4,64.0
Self/less,movie,"Action, Mystery, Sci-Fi",2015,tt2140379,6.5,105671.0
The Purge: Anarchy,movie,"Action, Horror, Sci-Fi",2014,tt2975578,6.4,167528.0
Spy,movie,"Action, Comedy",2015,tt3079380,7.0,266872.0
His Excellency,movie,"Comedy, Romance",1952,tt0044711,5.5,121.0
Keep Fit,movie,"Comedy, Musical",1937,tt0029078,5.8,208.0
Ilk Ask,movie,Drama,2006,tt0856791,6.7,1889.0
It Happened in Paris,movie,"Comedy, Romance",1935,tt0026536,5.5,158.0
Taxi! Taxi!,movie,"Comedy, Drama",2013,tt2614006,6.1,93.0
Hunter x Hunter: The Last Mission,movie,"Action, Adventure, Animation",2013,tt3198698,6.6,3041.0
The Single Moms Club,movie,"Comedy, Drama",2014,tt2465140,5.5,7295.0
St. Vincent,movie,"Comedy, Drama",2014,tt2170593,7.2,110655.0
The Best of Me,movie,"Drama, Romance",2014,tt1972779,6.7,79245.0
Hienas,movie,"Adventure, Comedy, Crime",2009,tt1423381,4.1,54.0
Stromberg - The Movie,movie,Comedy,2014,tt3010660,7.3,8588.0
Heart to Heart,movie,"Comedy, Drama",1979,tt0077364,6.6,154.0
Naan Sigappu Manithan,movie,"Action, Crime, Drama",2014,tt3569788,6.5,1234.0
A Most Violent Year,movie,"Crime, Drama, Thriller",2014,tt2937898,6.9,79730.0
Regression,movie,"Crime, Drama, Mystery",2015,tt3319920,5.6,43581.0
The Outsider,movie,Drama,1948,tt0040407,6.8,476.0
Run All Night,movie,"Action, Crime, Thriller",2015,tt2199571,6.6,117785.0
Grazing the Sky,movie,"Documentary, Drama",2013,tt3461882,6.8,135.0
Beyond the Lights,movie,"Drama, Music, Romance",2014,tt3125324,6.8,17928.0
Never on the First Night,movie,"Comedy, Romance",2014,tt2912974,4.7,859.0
The Bag Man,movie,"Action, Crime, Drama",2014,tt2212008,5.2,17484.0
Satya 2,movie,"Crime, Drama",2013,tt3059106,5.8,1079.0
The Trip to Italy,movie,"Comedy, Drama",2014,tt2967006,6.6,16314.0
The Babadook,movie,"Drama, Horror, Mystery",2014,tt2321549,6.8,259596.0
Tuscan Wedding,movie,"Comedy, Drama, Romance",2014,tt2949626,5.1,2028.0
The Attorney,movie,"Crime, Drama, History",2013,tt3404140,7.7,8089.0
The Suspect,movie,"Action, Drama, Thriller",2013,tt3404158,6.8,7046.0
Way Back Home,movie,Drama,2013,tt2797106,7.5,1529.0
Ouija,movie,"Horror, Mystery, Thriller",2014,tt1204977,4.5,59862.0
Nightcrawler,movie,"Crime, Drama, Thriller",2014,tt2872718,7.8,633340.0
Keep Watching,movie,"Horror, Mystery, Thriller",2017,tt2531334,4.3,5089.0
A Complicated Story,movie,Drama,2013,tt3503902,5.4,128.0
When Marnie Was There,movie,"Animation, Drama, Family",2014,tt3398268,7.6,51369.0
"Io, mammeta e tu",movie,"Comedy, Romance",1958,tt0051784,6.0,81.0
Lisa dagli occhi blu,movie,"Comedy, Musical",1969,tt0064592,4.7,90.0
The Bride and the Lover,movie,"Comedy, Drama",2013,tt2885536,4.8,45.0
Where Hope Grows,movie,"Drama, Family",2014,tt3200980,6.6,4466.0
Step Up All In,movie,"Drama, Music, Romance",2014,tt2626350,5.9,36751.0
The Night We Got the Bird,movie,Comedy,1961,tt0055231,5.3,118.0
Bo Burnham: what.,movie,"Comedy, Music",2013,tt3210258,8.3,13325.0
I Know What You Did Last Raya,movie,"Comedy, Horror, Mystery",2004,tt0488303,4.3,90.0
Jimi Asmara,movie,"Drama, Musical, Romance",1995,tt0269402,7.6,34.0
Human Capital,movie,"Crime, Drama",2013,tt2465578,7.2,13731.0
Firestorm,movie,"Action, Crime, Thriller",2013,tt3341072,6.2,3115.0
Jai Ho,movie,"Action, Drama",2014,tt1188982,5.0,21327.0
Twilight Women,movie,"Crime, Drama, Romance",1952,tt0046558,6.5,228.0
Happy Christmas,movie,"Comedy, Drama",2014,tt2955096,5.4,9102.0
The Hungover Games,movie,"Adventure, Comedy, Fantasy",2014,tt3138104,3.5,17498.0
Gypsy Spirit: Harri Stojka - Eine Reise,movie,"Documentary, Music",2010,tt3296144,7.4,35.0
The Captive,movie,"Crime, Drama, Mystery",2014,tt2326612,5.9,36604.0
The Skeleton Twins,movie,"Comedy, Drama, Romance",2014,tt1571249,6.8,45802.0
Song One,movie,"Drama, Music, Romance",2014,tt2182972,5.8,10486.0
Orlie pierko,movie,Adventure,1972,tt0171596,7.2,106.0
Febrayer Al Eswed,movie,Comedy,2013,tt3421454,7.2,756.0
Sayew,movie,"Comedy, Drama, Romance",2003,tt0359942,6.3,178.0
Lang Buana,movie,"Action, Adventure, Comedy",2003,tt1531689,7.5,47.0
Pontianak Harum Sundal Malam,movie,"Horror, Romance, Thriller",2004,tt0371890,5.9,190.0
My Failing Eyesight,movie,"Drama, Family, Romance",2003,tt0368190,7.3,110.0
The Cracksman,movie,"Comedy, Crime",1963,tt0056960,5.9,245.0
The King's Daughter,movie,"Action, Adventure, Family",2022,tt2328678,5.2,6708.0
She's Funny That Way,movie,"Comedy, Drama",2014,tt1767372,6.1,29905.0
Pele: Birth of a Legend,movie,"Biography, Drama, Sport",2016,tt0995868,7.1,21966.0
"France, Incorporated",movie,"Comedy, Crime, Drama",1974,tt0207479,5.1,226.0
Black Sea,movie,"Adventure, Drama, Thriller",2014,tt2261331,6.4,42151.0
Muzikanten voor het leven,movie,Documentary,2007,,6.5,1601.0
Tusk,movie,"Comedy, Horror",2014,tt3099498,5.4,67892.0
Een stukje blauw in de lucht,movie,"Documentary, War",2007,tt1337548,7.5,30.0
Dügün Dernek,movie,Comedy,2013,tt3347976,6.9,24620.0
What We Do in the Shadows,movie,"Comedy, Horror",2014,tt3416742,7.6,207382.0
Shevernatze un ángel corrupto,movie,Comedy,2007,tt0797067,6.4,41.0
Les passagers de la Grande Ourse,movie,"Animation, Short",1943,tt0828102,6.3,161.0
Rectoverso,movie,"Action, Drama, Romance",2013,tt2773732,7.3,258.0
El nino,movie,"Action, Adventure, Crime",2014,tt2093990,6.4,6681.0
The Yellow Balloon,movie,"Crime, Drama, Thriller",1953,tt0046561,6.9,558.0
Garuda di Dadaku 2,movie,"Drama, Sport",2011,tt1987569,6.3,142.0
Queen,movie,"Adventure, Comedy, Drama",2013,tt3322420,8.1,69601.0
Qué le dijiste a Dios?,movie,"Comedy, Musical",2014,tt2402751,4.0,415.0
As the Light Goes Out,movie,"Action, Drama",2014,tt3414954,6.2,1466.0
My Lady Boss,movie,"Comedy, Drama, Romance",2013,tt3012214,6.4,119.0
Status: It's Complicated!,movie,"Comedy, Romance",2013,tt3315416,5.0,60.0
Barely Lethal,movie,"Action, Comedy",2015,tt1731701,5.4,23863.0
Bibi & Tina,movie,Fantasy,2014,tt3202200,4.8,992.0
Hitman: Agent 47,movie,"Action, Adventure, Crime",2015,tt2679042,5.7,98810.0
Oh My Ghosts!,movie,"Comedy, Fantasy, Horror",2009,tt2664456,4.8,329.0
Hor taew tak 4,movie,Comedy,2012,tt2664226,4.9,97.0
Final Score,movie,Documentary,2007,tt0975668,6.9,117.0
Wish,movie,Drama,2009,tt1519660,6.8,172.0
Il console italiano,movie,Drama,2011,tt1630636,5.5,69.0
Heaven's Seven,movie,"Action, Comedy",2002,tt0329962,6.1,191.0
Seven Street Fighters,movie,"Action, Comedy",2005,tt0461120,6.0,111.0
Concrete Clouds,movie,Drama,2013,tt3180582,6.8,107.0
The End of the Tour,movie,"Biography, Drama",2015,tt3416744,7.2,33473.0
Return of the Mafia,movie,"Comedy, Crime",2012,tt2588506,4.9,151.0
The Diary of a Teenage Girl,movie,"Comedy, Drama, Romance",2015,tt3172532,6.8,34407.0
I Can Quit Whenever I Want,movie,"Comedy, Crime",2014,tt3438354,7.0,9895.0
"Mary Is Happy, Mary Is Happy",movie,"Comedy, Drama",2013,tt3379358,7.0,1089.0
Annabelle,movie,"Horror, Mystery, Thriller",2014,tt3322940,5.5,183010.0
Creep,movie,"Horror, Thriller",2014,tt2428170,6.3,75206.0
E-Team,movie,"Documentary, War",2014,tt3456090,7.1,960.0
The Battered Bastards of Baseball,movie,"Documentary, Sport",2014,tt3445270,8.0,4717.0
Finding Fela,movie,"Biography, Documentary, History",2014,tt2194328,7.1,871.0
Mitt,movie,"Biography, Documentary, Family",2014,tt1757800,6.8,2673.0
The Unmatchable Match,movie,"Action, Crime, Drama",1990,tt0097348,6.2,435.0
Great Communist Bank Robbery,movie,Documentary,2004,tt0422349,7.0,498.0
Formalin Man,movie,"Comedy, Horror, Musical",2004,tt0826068,5.8,38.0
The Tin Mine,movie,"Biography, Comedy, Drama",2005,tt0454190,8.1,812.0
What Love Means,movie,"Comedy, Romance",2005,tt0963157,5.8,83.0
Blockbuster,movie,"Comedy, Drama",2013,tt2998526,3.6,674.0
Hasee Toh Phasee,movie,"Comedy, Romance",2014,tt3173910,6.8,16864.0
Heart Street,movie,Romance,2014,tt3171886,6.3,2202.0
La mort de Belle,movie,"Crime, Drama, Mystery",1961,tt0055194,6.8,299.0
Ça n'arrive qu'à moi,movie,Comedy,1985,tt0090382,4.2,122.0
Hot Young Bloods,movie,"Comedy, Drama, Romance",2014,tt3579990,6.7,2048.0
'71,movie,"Action, Crime, Drama",2014,tt2614684,7.2,63073.0
The Dream Maker,movie,"Comedy, Music, Musical",1963,tt0057192,5.6,101.0
Entreatos,movie,Documentary,2004,tt0430059,7.8,442.0
Kiki's Delivery Service,movie,"Adventure, Comedy, Fantasy",2014,tt2865558,5.7,1065.0
Get Married If You Can,movie,"Comedy, Romance",2014,tt2043865,5.7,1982.0
Black mic-mac 2,movie,Comedy,1988,tt0094751,3.3,37.0
Landfall,movie,"Drama, War",1949,tt0041576,6.6,258.0
While We're Young,movie,"Comedy, Drama, Mystery",2014,tt1791682,6.3,54707.0
Present Perfect Continuous Tense,movie,Drama,2013,tt3021842,5.0,25.0
Moms' Night Out,movie,Comedy,2014,tt3014666,5.3,14686.0
A Man About the House,movie,Drama,1947,tt0039600,6.3,307.0
In Order of Disappearance,movie,"Action, Comedy, Crime",2014,tt2675914,7.1,30051.0
The Wedding Ringer,movie,"Comedy, Romance",2015,tt0884732,6.6,82327.0
Highway,movie,"Crime, Drama, Romance",2014,tt2980794,7.6,31612.0
Hello Yasothorn 2,movie,"Comedy, Musical, Romance",2009,tt1621645,6.0,80.0
Bride for Rent,movie,"Comedy, Romance",2014,tt3469386,6.3,697.0
Jailbait,movie,"Crime, Drama, Romance",2014,tt3290276,4.3,5586.0
The Raven on the Jetty,movie,"Drama, Family",2015,tt3164944,4.8,70.0
Miss Granny,movie,"Comedy, Fantasy, Music",2014,tt3516378,7.2,4497.0
Maestros,movie,Comedy,2000,tt0269501,6.7,55.0
10.000 Km,movie,"Comedy, Drama, Romance",2014,tt3114132,6.6,4990.0
Print the Legend,movie,"Biography, Documentary, Drama",2014,tt3557464,7.0,2072.0
Dear Eleanor,movie,"Comedy, Drama, Family",2016,tt2927212,5.9,2088.0
Everest,movie,"Adventure, Biography, Drama",2015,tt2719848,7.1,239266.0
Alive and Kicking,movie,Comedy,1958,tt0051346,6.6,395.0
That Demon Within,movie,"Action, Crime, Horror",2014,tt3511542,5.9,1569.0
Golden Chickensss,movie,"Comedy, Drama",2014,tt3451660,5.6,528.0
San Andreas,movie,"Action, Adventure, Thriller",2015,tt2126355,6.1,265985.0
Department Q: The Absent One,movie,"Crime, Drama, Mystery",2014,tt3140100,7.1,27403.0
The Lobster,movie,"Drama, Romance, Sci-Fi",2015,tt3464902,7.1,317350.0
Hector and the Search for Happiness,movie,"Adventure, Comedy, Drama",2014,tt1626146,6.9,51352.0
The Boy in the Mirror,movie,"Action, Adventure, Drama",2014,tt2343380,6.0,270.0
O Candidato Honesto,movie,Comedy,2014,tt4083076,5.5,1321.0
Pitch Perfect 2,movie,"Comedy, Music",2015,tt2848292,6.4,174478.0
The Midnight After,movie,"Comedy, Mystery, Sci-Fi",2014,tt3504824,5.5,1826.0
As Canções,movie,Documentary,2011,tt2139601,7.9,293.0
Torrente 5,movie,"Action, Comedy",2014,tt3321428,5.4,4715.0
The November Man,movie,"Action, Adventure, Crime",2014,tt2402157,6.3,71811.0
Kami the Movie,movie,"Crime, Drama, Musical",2008,tt1284483,6.4,75.0
The Forger,movie,"Crime, Drama, Thriller",2014,tt2376218,5.8,13690.0
Hello Babies,movie,"Comedy, Romance",2014,tt3456464,4.7,187.0
Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,movie,"Adventure, Animation, Drama",2013,tt2323836,7.3,2917.0
Starting Over Again,movie,"Comedy, Drama, Romance",2014,tt3528284,6.9,638.0
Filhos de João: O Admirável Mundo Novo Baiano,movie,Documentary,2009,tt2050515,7.4,111.0
Ice Soldiers,movie,"Action, Sci-Fi, Thriller",2013,tt3104304,4.4,3000.0
Hope,movie,Drama,2013,tt3153634,8.2,10647.0
The Reunion 2: The Funeral,movie,Comedy,2014,tt3311176,5.7,1976.0
See No Evil,movie,Documentary,2014,tt3508850,7.1,160.0
It's Complicated,movie,"Comedy, Romance",2014,tt3202408,5.4,997.0
Baahubali: The Beginning,movie,"Action, Drama",2015,tt2631186,8.0,144027.0
Gueros,movie,"Comedy, Drama",2014,tt3499048,7.5,5456.0
One by Two,movie,"Comedy, Drama, Romance",2014,tt2951576,3.9,777.0
Colette,movie,"Biography, Drama, History",2013,tt2679576,6.2,645.0
Tabloid Truth,movie,"Action, Crime, Thriller",2014,tt3671552,6.3,461.0
Speed Cross,movie,"Action, Drama",1980,tt0124302,5.2,143.0
Free to Play,movie,"Action, Documentary",2014,tt3203290,7.6,13660.0
Pagpag: Nine Lives,movie,Horror,2013,tt2996950,5.3,458.0
Focus,movie,"Comedy, Crime, Drama",2015,tt2381941,6.6,285314.0
Ambassada,movie,Comedy,2013,tt3273632,4.7,767.0
Bad Country,movie,"Action, Crime, Drama",2014,tt2350892,5.8,10092.0
Chhota Bheem aur Hanuman,movie,"Action, Adventure, Animation",2012,tt6417854,7.1,145.0
Red Army,movie,"Biography, Documentary, History",2014,tt3264102,7.6,7303.0
Tangos Are for Two,movie,"Drama, Music, Romance",1997,tt0120250,6.8,356.0
The Water Diviner,movie,"Drama, History, War",2014,tt3007512,7.0,79397.0
Danny Collins,movie,"Comedy, Drama, Music",2015,tt1772288,7.0,34094.0
Paul Blart: Mall Cop 2,movie,"Action, Comedy, Crime",2015,tt3450650,4.5,42614.0
Zum Zum Zum 2: It'll Happen to You Too,movie,"Comedy, Musical",1969,tt0139751,5.3,55.0
The Mailbag Robbery,movie,"Crime, Drama, Film-Noir",1957,tt0050670,6.2,409.0
Point Break,movie,"Action, Adventure, Crime",2015,tt2058673,5.3,67632.0
Get Hard,movie,"Comedy, Crime, Drama",2015,tt2561572,6.0,150480.0
Boundless,movie,Documentary,2013,tt4242648,7.3,167.0
Jomblo,movie,"Comedy, Drama, Romance",2006,tt1047634,7.2,386.0
Quickie Express,movie,"Comedy, Drama, Romance",2007,tt1074208,6.9,465.0
Question Mark,movie,Drama,2011,tt1979169,7.0,301.0
Three Days to Eternity,movie,"Comedy, Drama",2007,tt1045797,7.1,530.0
The Sinking of Van Der Wijck,movie,"Drama, Romance",2013,tt3418604,7.7,1682.0
Sumolah,movie,"Action, Comedy, Sport",2007,tt1029388,7.5,65.0
The Intern,movie,"Comedy, Drama",2015,tt2361509,7.1,291357.0
IRL (In Real Life),movie,Drama,2013,tt3313864,5.4,468.0
A Sight for Sore Eyes,movie,"Drama, Thriller",2003,tt0339204,5.5,183.0
Recep Ivedik 4,movie,Comedy,2014,tt3477064,3.9,19200.0
